user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
M1_3.51.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	54.83	11	0.92119	N/A
M1_3.52.filtered	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Mor1;f__Mor1;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_011773795.1	95.0	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Mor1;f__Mor1;g__WVWW01;s__WVWW01 sp011773795	77.92	0.196	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Mor1;f__Mor1;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	77.1	11	0.73736	N/A
M1_3.53.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_3.54.filtered	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	80.46	11	0.77528	N/A
M1_3.55.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.6%)
M1_3.56.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.5%)
M1_3.57.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.7%)
M1_3.58.filtered	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_006227875.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__M0029 sp006227875	78.47	0.144	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	63.44	11	0.84417	N/A
M1_3.59.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Halioglobus;s__	ANI	classification based on placement in class-level tree	GCA_003646405.1, s__Halioglobus sp003646405, 95.0, 79.24, 0.438; GCA_003646415.1, s__Halioglobus sp003646415, 95.0, 79.17, 0.409; GCA_009937575.1, s__Halioglobus sp009937575, 95.0, 78.47, 0.31; GCA_004354085.1, s__Halioglobus sp004354085, 95.0, 77.89, 0.192; GCF_003457605.1, s__Halioglobus sediminis, 95.0, 77.74, 0.218; GCA_002699145.1, s__Halioglobus sp002699145, 95.0, 77.54, 0.172; GCF_004745945.1, s__Halioglobus sp004745945, 95.0, 77.53, 0.148; GCF_001983995.1, s__Halioglobus japonicus, 95.0, 77.3, 0.144; GCA_016704305.1, s__Halioglobus sp016704305, 95.0, 77.29, 0.143; GCF_009388985.1, s__Halioglobus maricola, 95.0, 77.28, 0.128; GCA_000156295.1, s__Halioglobus sp000156295, 95.0, 77.28, 0.105; GCF_002866825.1, s__Halioglobus lutimaris, 95.0, 77.25, 0.129; GCF_008370495.1, s__Halioglobus sp008370495, 95.0, 77.22, 0.177; GCA_015222725.1, s__Halioglobus sp015222725, 95.0, 77.16, 0.127; GCA_016744355.1, s__Halioglobus sp016744355, 95.0, 77.05, 0.086; GCF_902705825.1, s__Halioglobus japonicus_A, 95.0, 77.04, 0.131; GCA_018657645.1, s__Halioglobus sp018657645, 95.0, 77.03, 0.063; GCA_905480565.1, s__Halioglobus sp905480565, 95.0, 76.65, 0.085; GCA_013214285.1, s__Halioglobus sp013214285, 95.0, 76.5, 0.064; GCA_002862465.1, s__Halioglobus sp002862465, 95.0, 76.46, 0.041; GCA_002862985.1, s__Halioglobus sp002862985, 95.0, 76.46, 0.115	52.18	11	0.93939	Genome has more than 15.0% of markers with multiple hits
M1_3.6.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (8.8%)
M1_3.60.filtered	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	N/A	N/A	N/A	N/A	N/A	GCA_006227875.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__M0029 sp006227875	75.6	0.081	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	10.21	11	0.8449	N/A
M1_3.61.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__Thiogranum;s__	N/A	N/A	N/A	N/A	N/A	GCA_011371465.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__Thiogranum;s__Thiogranum sp011371465	80.87	0.514	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__Thiogranum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_011374975.1, s__Thiogranum sp011374975, 95.0, 79.44, 0.41; GCA_015494295.1, s__Thiogranum sp015494295, 95.0, 78.56, 0.243; GCF_004339085.1, s__Thiogranum longum, 95.0, 77.58, 0.191; GCA_011321775.1, s__Thiogranum sp011321775, 95.0, 77.22, 0.237	23.83	11	0.95413	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_3.62.filtered	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__QNYL01;s__	ANI	classification based on placement in class-level tree	GCA_905479625.1, s__QNYL01 sp905479625, 95.0, 79.97, 0.127; GCA_003973375.1, s__QNYL01 sp003973375, 95.0, 76.98, 0.022; GCA_016744615.1, s__QNYL01 sp016744615, 95.0, 76.45, 0.089	16.22	11	0.90349	N/A
M1_3.63.filtered	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JACXWA01;s__	N/A	N/A	N/A	N/A	N/A	GCA_014764485.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JACXWA01;s__JACXWA01 sp014764485	87.57	0.497	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JACXWA01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	38.28	11	0.93102	Genome has more than 29.2% of markers with multiple hits
M1_3.64.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	ANI	classification based on placement in class-level tree	GCA_009937625.1, s__GCA-001735895 sp009937625, 95.0, 78.4, 0.371; GCA_001735895.1, s__GCA-001735895 sp001735895, 95.0, 77.8, 0.287; GCA_003231795.1, s__GCA-001735895 sp003231795, 95.0, 77.59, 0.143; GCA_003645435.1, s__GCA-001735895 sp003645435, 95.0, 76.93, 0.087	24.52	11	0.9381	N/A
M1_3.65.filtered	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__Pontiella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__Pontiella;s__	ANI	classification based on placement in class-level tree	GCF_900890425.1, s__Pontiella desulfatans, 95.0, 79.11, 0.429; GCF_900890705.1, s__Pontiella sulfatireligans, 95.0, 78.94, 0.412; GCA_015486775.1, s__Pontiella sp015486775, 95.0, 78.44, 0.195; GCA_013042165.1, s__Pontiella sp013042165, 95.0, 78.44, 0.379; GCA_003246265.1, s__Pontiella sp003246265, 95.0, 78.36, 0.349; GCA_016937945.1, s__Pontiella sp016937945, 95.0, 78.09, 0.26; GCA_016937035.1, s__Pontiella sp016937035, 95.0, 77.86, 0.171; GCA_003252225.1, s__Pontiella sp003252225, 95.0, 77.76, 0.199; GCA_003230915.1, s__Pontiella sp003230915, 95.0, 77.49, 0.209; GCA_016744085.1, s__Pontiella sp016744085, 95.0, 77.3, 0.184; GCA_012729265.1, s__Pontiella sp012729265, 95.0, 77.22, 0.171; GCA_004299845.1, s__Pontiella sp004299845, 95.0, 77.18, 0.21	60.37	11	0.89509	N/A
M1_3.66.filtered	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
M1_3.67.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
M1_3.68.filtered	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__4572-13;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__4572-13;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002084585.1, s__4572-13 sp002084585, 95.0, 80.6, 0.701; GCA_003644215.1, s__4572-13 sp003644215, 95.0, 80.47, 0.645; GCA_016782835.1, s__4572-13 sp016782835, 95.0, 77.35, 0.239; GCA_018052735.1, s__4572-13 sp018052735, 95.0, 76.05, 0.115	33.18	11	0.95932	Genome has more than 53.3% of markers with multiple hits;Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_3.69.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.6%)
M1_3.7.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.2%)
M1_3.70.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__Thiogranum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__Thiogranum;s__	ANI	classification based on placement in class-level tree	GCA_011371465.1, s__Thiogranum sp011371465, 95.0, 78.11, 0.234; GCA_011374975.1, s__Thiogranum sp011374975, 95.0, 77.93, 0.22; GCF_004339085.1, s__Thiogranum longum, 95.0, 77.45, 0.18; GCA_011321775.1, s__Thiogranum sp011321775, 95.0, 77.44, 0.184; GCA_015494295.1, s__Thiogranum sp015494295, 95.0, 77.42, 0.198	51.35	11	0.91107	Genome has more than 12.5% of markers with multiple hits
M1_3.71.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.1%)
M1_3.72.filtered	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	N/A	N/A	N/A	N/A	N/A	GCA_006227875.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__M0029 sp006227875	78.06	0.17	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	88.32	11	0.85002	N/A
M1_3.73.filtered	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	N/A	N/A	N/A	N/A	N/A	GCF_000296775.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__Sulfurovum sp000296775	82.34	0.751	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_004377245.1, s__Sulfurovum sp004377245, 95.0, 80.4, 0.263; GCA_003646505.1, s__Sulfurovum sp003646505, 95.0, 80.24, 0.394; GCA_002085305.1, s__Sulfurovum sp002085305, 95.0, 79.82, 0.366; GCA_016744875.1, s__Sulfurovum sp016744875, 95.0, 79.55, 0.559; GCA_002733215.1, s__Sulfurovum sp002733215, 95.0, 79.11, 0.582; GCA_013139765.1, s__Sulfurovum sp013139765, 95.0, 78.99, 0.305; GCA_011330645.1, s__Sulfurovum sp011330645, 95.0, 78.91, 0.38; GCA_013607775.1, s__Sulfurovum sp013607775, 95.0, 78.9, 0.427; GCA_015661535.1, s__Sulfurovum sp015661535, 95.0, 78.79, 0.357; GCA_902727855.1, s__Sulfurovum sp902727855, 95.0, 78.4, 0.324; GCA_015663065.1, s__Sulfurovum sp015663065, 95.0, 78.29, 0.277; GCA_002733355.1, s__Sulfurovum sp002733355, 95.0, 78.28, 0.362; GCA_015661795.1, s__Sulfurovum sp015661795, 95.0, 78.19, 0.286; GCA_003934925.1, s__Sulfurovum sp003934925, 95.0, 77.91, 0.357; GCA_002281755.1, s__Sulfurovum sp002281755, 95.0, 77.79, 0.333; GCA_003978375.1, s__Sulfurovum sp003978375, 95.0, 77.78, 0.221; GCF_000010345.1, s__Sulfurovum sp000010345, 95.0, 77.51, 0.164; GCA_011391015.1, s__Sulfurovum sp011391015, 95.0, 77.28, 0.286; GCA_015493425.1, s__Sulfurovum sp015493425, 95.0, 77.03, 0.08; GCA_015493435.1, s__Sulfurovum sp015493435, 95.0, 76.93, 0.136; GCA_014763895.1, s__Sulfurovum sp014763895, 95.0, 76.87, 0.164; GCA_002403155.1, s__Sulfurovum sp002403155, 95.0, 76.69, 0.085; GCA_002742845.1, s__Sulfurovum sp002742845, 95.0, 76.68, 0.16; GCF_014931715.1, s__Sulfurovum indicum, 95.0, 76.64, 0.216; GCF_001595645.1, s__Sulfurovum riftiae, 95.0, 76.61, 0.174; GCF_000987835.1, s__Sulfurovum lithotrophicum, 95.0, 76.57, 0.169; GCA_015490315.1, s__Sulfurovum sp015490315, 95.0, 76.33, 0.103; GCA_011048515.1, s__Sulfurovum sp011048515, 95.0, 76.27, 0.141; GCA_014763885.1, s__Sulfurovum sp014763885, 95.0, 76.23, 0.16	20.59	11	0.96783	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M1_3.74.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAHBNG01;s__	N/A	N/A	N/A	N/A	N/A	GCA_019217005.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAHBNG01;s__JAHBNG01 sp019217005	74.5	0.034	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAHBNG01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	13.3	11	0.8772	N/A
M1_3.75.filtered	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.39	11	0.80937	N/A
M1_3.76.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	N/A	N/A	N/A	N/A	N/A	GCA_013042835.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__SZUA-36 sp013042835	77.4	0.206	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003233115.1, s__SZUA-36 sp003233115, 95.0, 76.83, 0.129; GCA_014238945.1, s__SZUA-36 sp014238945, 95.0, 76.76, 0.115	15.37	11	0.93359	N/A
M1_3.77.filtered	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	39.91	11	0.84997	N/A
M1_3.78.filtered	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_013138675.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__JAACFB01 sp013138675	77.2	0.256	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_011772865.1, s__JAACFB01 sp011772865, 95.0, 77.26, 0.18; GCA_009937615.1, s__JAACFB01 sp009937615, 95.0, 76.92, 0.12	14.1	11	0.95099	N/A
M1_3.79.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.5%)
M1_3.8.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
M1_3.80.filtered	d__Bacteria;p__Myxococcota_A;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota_A;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in backbone tree	N/A	22.2	11	0.41258	N/A
M1_3.81.filtered	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	76.35	11	0.76723	Genome has more than 11.7% of markers with multiple hits
M1_3.82.filtered	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__DSPF01;s__	N/A	N/A	N/A	N/A	N/A	GCA_011055775.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__DSPF01;s__DSPF01 sp011055775	76.09	0.029	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__DSPF01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	16.58	11	0.90767	N/A
M1_3.83.filtered	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__CAIYCZ01;f__CAIRTM01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__CAIYCZ01;f__CAIRTM01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	80.94	11	0.7803	N/A
M1_3.84.filtered	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__E44-bin15;f__E44-bin15;g__JAAXQM01;s__JAAXQM01 sp012974295	GCA_012974295.1	95.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__E44-bin15;f__E44-bin15;g__JAAXQM01;s__JAAXQM01 sp012974295	96.76	0.624	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
M1_3.85.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.0%)
M1_3.86.filtered	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter sp018067145	GCA_018067145.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter sp018067145	97.14	0.916	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
M1_3.87.filtered	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Jiangellales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.03	11	0.70711	N/A
M1_3.88.filtered	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__HGW-15;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__HGW-15;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	14.46	11	0.75804	N/A
M1_3.89.filtered	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__S012-113;s__	N/A	N/A	N/A	N/A	N/A	GCA_015488485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__S012-113;s__S012-113 sp015488485	75.97	0.015	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__S012-113;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	18.57	11	0.87043	N/A
M1_3.9.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.2%)
M1_3.90.filtered	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	28.59	11	0.78701	N/A
M1_3.91.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5616;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5616;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	27.96	11	0.80404	Genome has more than 52.5% of markers with multiple hits
M1_3.92.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.5%)
M1_3.93.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	53.49	11	0.8774	N/A
M1_3.94.filtered	d__Bacteria;p__BMS3Abin14;c__BMS3Abin14;o__BMS3Abin14;f__BMS3Abin14;g__SZUA-204;s__	N/A	N/A	N/A	N/A	N/A	GCA_003228585.1	95.0	d__Bacteria;p__BMS3Abin14;c__BMS3Abin14;o__BMS3Abin14;f__BMS3Abin14;g__SZUA-204;s__SZUA-204 sp003228585	78.75	0.372	d__Bacteria;p__BMS3Abin14;c__BMS3Abin14;o__BMS3Abin14;f__BMS3Abin14;g__SZUA-204;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	13.46	11	0.94374	N/A
M1_3.95.filtered	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.8%)
M1_3.96.filtered	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	42.51	11	0.7815	Genome has more than 26.7% of markers with multiple hits
M1_3.97.filtered	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	46.88	11	0.73784	N/A
